term_str,x,y,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf
late,-5.4711776,1.4618703,578,119,0.00015162615869779888,12.687193709364877,4,JJ,JJ,2,2,0,late,116,9.012504136685033,1045.4504798554638
answer,-23.446808,2.4550505,579,119,0.00015162615869779888,12.687193709364877,6,VB,VB,4,6,0,answer,114,9.037595117647864,1030.2858434118566
girlfriend,27.831902,-4.8742948,580,119,0.00015162615869779888,12.687193709364877,10,NN,NN,3,5,0,girlfriend,116,9.012504136685033,1045.4504798554638
forget,-27.120333,-5.157745,581,118,0.00015035198929697703,12.699368423310979,6,VB,VB,2,4,0,forget,109,9.102300807035679,992.150787966889
leaving,1.1823554,6.609771,582,118,0.00015035198929697703,12.699368423310979,7,VB,VBG,1,1,0,leav,114,9.037595117647864,1030.2858434118566
least,3.3870134,1.3889071,583,118,0.00015035198929697703,12.699368423310979,5,JJ,JJS,3,3,0,least,116,9.012504136685033,1045.4504798554638
runs,24.37129,11.973237,584,118,0.00015035198929697703,12.699368423310979,4,VB,VBZ,2,5,0,run,116,9.012504136685033,1045.4504798554638
sir,-1.2182609,20.004662,585,118,0.00015035198929697703,12.699368423310979,3,NN,NN,4,7,0,sir,113,9.050306169397418,1022.6845971419082
between,7.9740233,-1.1826586,586,117,0.00014907781989615518,12.711646753089417,7,IN,IN,1,1,1,between,115,9.02499508086823,1037.8744342998464
cell,22.828566,21.376225,587,117,0.00014907781989615518,12.711646753089417,4,NN,NN,2,4,0,cell,116,9.012504136685033,1045.4504798554638
inside,17.295355,6.480195,588,116,0.00014780365049533336,12.724030477545249,6,IN,IN,5,6,0,insid,112,9.063130209755002,1015.0705834925602
clients,24.768286,-9.970978,589,116,0.00014780365049533336,12.724030477545249,7,NN,NNS,2,3,0,client,113,9.050306169397418,1022.6845971419082
shakes,21.23338,18.332933,590,116,0.00014780365049533336,12.724030477545249,6,VB,VBZ,2,5,0,shake,109,9.102300807035679,992.150787966889
special,-2.817261,-5.7674947,591,116,0.00014780365049533336,12.724030477545249,7,JJ,JJ,2,3,0,special,110,9.089125418287946,999.8037960116741
reason,2.1889708,-16.84393,592,116,0.00014780365049533336,12.724030477545249,6,NN,NN,1,1,0,reason,109,9.102300807035679,992.150787966889
karen,9.164325,22.643583,593,115,0.0001465294810945115,12.736521421728446,5,NN,NNP,1,2,0,karen,108,9.115597629649137,984.4845440021069
watching,1.6721017,5.3358803,594,115,0.0001465294810945115,12.736521421728446,8,VB,VBG,2,3,0,watch,112,9.063130209755002,1015.0705834925602
ahead,-15.235557,16.879599,595,115,0.0001465294810945115,12.736521421728446,5,RB,RB,2,2,0,ahead,111,9.0760692654625,1007.4436884663376
hair,25.700254,-1.6038679,596,115,0.0001465294810945115,12.736521421728446,4,NN,NN,1,2,0,hair,109,9.102300807035679,992.150787966889
far,0.015907623,-0.10690173,597,115,0.0001465294810945115,12.736521421728446,3,RB,RB,2,2,0,far,111,9.0760692654625,1007.4436884663376
ooh,5.3950367,20.973661,598,115,0.0001465294810945115,12.736521421728446,3,NN,NNP,3,4,0,ooh,110,9.089125418287946,999.8037960116741
water,19.215038,-3.1836026,599,114,0.0001452553116936897,12.749121458508078,5,NN,NN,1,2,0,water,105,9.156239614146482,961.4051594853806
rings,22.651878,21.407726,600,114,0.0001452553116936897,12.749121458508078,5,NN,NNS,2,3,0,ring,113,9.050306169397418,1022.6845971419082
men,10.100323,-18.733818,601,114,0.0001452553116936897,12.749121458508078,3,NN,NNS,1,3,0,men,107,9.12901814541146,976.8049415590261
building,18.044077,-4.9177127,602,113,0.00014398114229286784,12.761832510257632,8,NN,NN,2,3,0,build,111,9.0760692654625,1007.4436884663376
salesman,10.504174,-11.67033,603,113,0.00014398114229286784,12.761832510257632,8,NN,NN,3,5,0,salesman,103,9.183984604629387,945.9504142768269
ball,19.183475,5.39983,604,112,0.000142706972892046,12.774656550615216,4,NN,NN,5,7,0,ball,101,9.21227364906081,930.4396385551419
obviously,-8.077522,2.9512045,605,112,0.000142706972892046,12.774656550615216,9,RB,RB,2,2,0,obvious,109,9.102300807035679,992.150787966889
nellie,8.8651,22.932945,606,112,0.000142706972892046,12.774656550615216,6,NN,NNP,3,4,0,nelli,107,9.12901814541146,976.8049415590261
cant,-25.353851,-12.861625,607,112,0.000142706972892046,12.774656550615216,4,VB,VBP,4,7,0,cant,107,9.12901814541146,976.8049415590261
either,-17.509129,-0.11687509,608,112,0.000142706972892046,12.774656550615216,6,CC,CC,5,7,0,either,110,9.089125418287946,999.8037960116741
almost,-11.100364,1.3886111,609,112,0.000142706972892046,12.774656550615216,6,RB,RB,2,2,0,almost,107,9.12901814541146,976.8049415590261
win,-27.244362,-2.7849858,610,111,0.00014143280349122417,12.787595606322714,3,VB,VB,4,6,0,win,99,9.241128511732995,914.8717226615665
small,8.749611,-9.01255,611,111,0.00014143280349122417,12.787595606322714,5,JJ,JJ,3,4,0,small,110,9.089125418287946,999.8037960116741
wearing,-8.429487,5.9330187,612,111,0.00014143280349122417,12.787595606322714,7,VB,VBG,2,2,0,wear,107,9.12901814541146,976.8049415590261
kinda,-13.666065,3.357512,613,111,0.00014143280349122417,12.787595606322714,5,VB,JJ,4,10,0,kinda,107,9.12901814541146,976.8049415590261
video,17.001312,1.1061629,614,110,0.00014015863409040232,12.800651759148161,5,NN,NN,4,7,0,video,103,9.183984604629387,945.9504142768269
throat,15.616377,20.219835,615,110,0.00014015863409040232,12.800651759148161,6,NN,NN,5,5,0,throat,100,9.22662894203788,922.662894203788
free,6.7688212,-11.673174,616,110,0.00014015863409040232,12.800651759148161,4,JJ,JJ,4,4,0,free,105,9.156239614146482,961.4051594853806
hes,-8.606095,13.998854,617,109,0.00013888446468958047,12.813827147895894,3,NN,NNP,6,13,0,he,96,9.28552263109145,891.4101725847792
gives,20.841011,19.589758,618,109,0.00013888446468958047,12.813827147895894,5,VB,VBZ,2,3,0,give,109,9.102300807035679,992.150787966889
worry,-27.548784,-8.079129,619,109,0.00013888446468958047,12.813827147895894,5,VB,VB,2,3,0,worri,106,9.142564677249407,969.1118557884371
cake,7.4694324,-5.020258,620,109,0.00013888446468958047,12.813827147895894,4,NN,NN,2,3,0,cake,97,9.270572289625477,899.2455120936713
nods,17.966185,20.121838,621,108,0.00013761029528875865,12.827123970509351,4,NN,NNS,2,3,0,nod,102,9.19805978984111,938.2020985637932
minute,13.29975,2.8608613,622,108,0.00013761029528875865,12.827123970509351,6,NN,NN,2,2,0,minut,95,9.300629523481657,883.5598047307574
personal,10.222778,-13.812471,623,108,0.00013761029528875865,12.827123970509351,8,JJ,JJ,1,1,0,person,106,9.142564677249407,969.1118557884371
reading,15.675939,14.08327,624,107,0.0001363361258879368,12.840544486271673,7,VB,VBG,2,3,0,read,104,9.170045413671513,953.6847230218374
whispers,5.546095,23.880232,625,107,0.0001363361258879368,12.840544486271673,8,NN,NNS,2,3,0,whisper,107,9.12901814541146,976.8049415590261
sees,19.537277,18.723358,626,107,0.0001363361258879368,12.840544486271673,4,VB,VBZ,2,3,0,see,104,9.170045413671513,953.6847230218374
rest,21.44347,-10.310339,627,107,0.0001363361258879368,12.840544486271673,4,NN,NN,3,4,0,rest,104,9.170045413671513,953.6847230218374
stand,-31.821135,6.344363,628,107,0.0001363361258879368,12.840544486271673,5,VB,VB,3,5,0,stand,96,9.28552263109145,891.4101725847792
works,-13.595224,-9.011513,629,107,0.0001363361258879368,12.840544486271673,5,VB,VBZ,2,4,0,work,105,9.156239614146482,961.4051594853806
idiot,9.816886,0.8572506,630,107,0.0001363361258879368,12.840544486271673,5,NN,NN,5,7,0,idiot,95,9.300629523481657,883.5598047307574
luck,-0.6201324,15.020479,631,106,0.00013506195648711498,12.85409101810962,4,NN,NN,3,7,0,luck,100,9.22662894203788,922.662894203788
chuckles,3.6185198,23.724289,632,106,0.00013506195648711498,12.85409101810962,8,NN,NNS,2,3,0,chuckl,106,9.142564677249407,969.1118557884371
fact,-6.4444404,-7.4217124,633,106,0.00013506195648711498,12.85409101810962,4,NN,NN,1,2,0,fact,103,9.183984604629387,945.9504142768269
anyway,-11.280377,0.09935635,634,106,0.00013506195648711498,12.85409101810962,6,RB,RB,3,4,0,anyway,106,9.142564677249407,969.1118557884371
pulls,24.47938,11.28265,635,106,0.00013506195648711498,12.85409101810962,5,VB,VBZ,2,3,0,pull,104,9.170045413671513,953.6847230218374
month,8.082685,-26.25558,636,105,0.00013378778708629313,12.867765955006698,5,NN,NN,1,2,0,month,95,9.300629523481657,883.5598047307574
ladies,14.894423,14.668282,637,104,0.00013251361768547128,12.881571754531729,6,NN,NNS,3,4,0,ladi,100,9.22662894203788,922.662894203788
write,-33.121937,1.2148261,638,104,0.00013251361768547128,12.881571754531729,5,VB,VB,3,5,0,write,99,9.241128511732995,914.8717226615665
fired,-10.282133,5.9848537,639,104,0.00013251361768547128,12.881571754531729,5,VB,VBN,2,3,0,fire,100,9.22662894203788,922.662894203788
assistant,28.187687,-15.529076,640,104,0.00013251361768547128,12.881571754531729,9,NN,NN,3,4,0,assist,95,9.300629523481657,883.5598047307574
holding,20.750021,14.152729,641,104,0.00013251361768547128,12.881571754531729,7,VB,VBG,2,2,0,hold,104,9.170045413671513,953.6847230218374
book,10.392936,-3.4677968,642,104,0.00013251361768547128,12.881571754531729,4,NN,NN,1,2,0,book,92,9.346923175755592,859.9169321695144
seat,13.740438,-1.2601012,643,104,0.00013251361768547128,12.881571754531729,4,NN,NN,2,3,0,seat,104,9.170045413671513,953.6847230218374
die,-22.701155,-2.8375132,644,103,0.00013123944828464945,12.895510945489601,3,VB,VB,4,7,0,die,93,9.331326320704575,867.8133478255254
ugh,1.7227929,19.964,645,103,0.00013123944828464945,12.895510945489601,3,NN,NN,3,4,0,ugh,103,9.183984604629387,945.9504142768269
sick,-1.3874164,3.5071588,646,103,0.00013123944828464945,12.895510945489601,4,JJ,JJ,4,6,0,sick,94,9.315896280134968,875.694250332687
dating,-10.541898,4.5508356,647,103,0.00013123944828464945,12.895510945489601,6,VB,VBG,3,4,0,date,100,9.22662894203788,922.662894203788
full,21.675434,-14.649028,648,103,0.00013123944828464945,12.895510945489601,4,JJ,JJ,2,3,0,full,99,9.241128511732995,914.8717226615665
mouth,25.640062,-0.58342427,649,103,0.00013123944828464945,12.895510945489601,5,NN,NN,5,5,0,mouth,100,9.22662894203788,922.662894203788
kiss,7.0143023,12.794805,650,102,0.0001299652788838276,12.909586130701324,4,VB,VB,3,6,0,kiss,97,9.270572289625477,899.2455120936713
bet,-20.043491,-8.084808,651,101,0.00012869110948300576,12.923799989921026,3,VB,VBP,4,7,0,bet,98,9.255775287697398,907.065978194345
send,-33.207855,0.6408726,652,101,0.00012869110948300576,12.923799989921026,4,VB,VB,3,5,0,send,96,9.28552263109145,891.4101725847792
married,-10.363274,5.744399,653,101,0.00012869110948300576,12.923799989921026,7,VB,VBN,2,3,0,marri,97,9.270572289625477,899.2455120936713
bob,8.944903,20.534588,654,101,0.00012869110948300576,12.923799989921026,3,NN,NNP,3,4,0,bob,94,9.315896280134968,875.694250332687
hundred,13.235149,-26.476675,655,100,0.00012741694008218393,12.938155282898096,7,CD,CD,4,5,0,hundr,94,9.315896280134968,875.694250332687
body,22.147345,-4.9383216,656,100,0.00012741694008218393,12.938155282898096,4,NN,NN,1,1,0,bodi,92,9.346923175755592,859.9169321695144
met,-15.379309,-18.14206,657,100,0.00012741694008218393,12.938155282898096,3,VB,VBD,2,5,0,met,99,9.241128511732995,914.8717226615665
red,16.690594,-8.084018,658,99,0.00012614277068136208,12.952654852593211,3,JJ,JJ,3,5,0,red,89,9.394751700846207,836.1329013753125
surprise,-3.648677,-1.7899755,659,99,0.00012614277068136208,12.952654852593211,8,NN,NN,3,5,0,surpris,94,9.315896280134968,875.694250332687
pizza,6.34158,-14.57232,660,99,0.00012614277068136208,12.952654852593211,5,NN,NN,3,5,0,pizza,76,9.62255761836902,731.3143789960455
favorite,28.135775,-7.251984,661,98,0.00012486860128054023,12.967301628557612,8,JJ,JJ,3,4,0,favorit,93,9.331326320704575,867.8133478255254
song,3.4801853,-9.277902,662,98,0.00012486860128054023,12.967301628557612,4,NN,NN,3,5,0,song,92,9.346923175755592,859.9169321695144
kill,-31.121536,1.3104165,663,97,0.0001235944318797184,12.982098630485693,4,VB,VB,2,4,0,kill,83,9.49544570046568,788.1219931386514
learn,-26.812567,-1.5336866,664,97,0.0001235944318797184,12.982098630485693,5,VB,VB,3,7,0,learn,90,9.37863203548293,844.0768831934637
cute,-5.5434537,4.7459717,665,97,0.0001235944318797184,12.982098630485693,4,JJ,JJ,3,5,0,cute,92,9.346923175755592,859.9169321695144
floor,18.64744,1.0953792,666,97,0.0001235944318797184,12.982098630485693,5,NN,NN,1,2,0,floor,96,9.28552263109145,891.4101725847792
seem,-21.402712,-3.7660182,667,96,0.00012232026247889656,12.997048971951664,4,VB,VB,1,2,0,seem,94,9.315896280134968,875.694250332687
client,10.784338,-9.953531,668,96,0.00012232026247889656,12.997048971951664,6,NN,NN,1,1,0,client,86,9.444220377110508,812.2029524315037
dinner,7.4542694,1.589994,669,96,0.00012232026247889656,12.997048971951664,6,NN,NN,2,5,0,dinner,95,9.300629523481657,883.5598047307574
music,12.654233,0.51152205,670,96,0.00012232026247889656,12.997048971951664,5,NN,NN,2,3,0,music,92,9.346923175755592,859.9169321695144
dad,26.054117,-4.7598515,671,96,0.00012232026247889656,12.997048971951664,3,NN,NN,4,7,0,dad,85,9.461094195674903,804.1930066323667
regional,28.207958,-15.53927,672,96,0.00012232026247889656,12.997048971951664,8,JJ,JJ,2,2,0,region,92,9.346923175755592,859.9169321695144
shot,18.393402,-6.690335,673,95,0.00012104609307807473,13.012155864341873,4,NN,NN,3,7,0,shot,93,9.331326320704575,867.8133478255254
machine,17.705574,0.75354725,674,95,0.00012104609307807473,13.012155864341873,7,NN,NN,1,2,0,machin,92,9.346923175755592,859.9169321695144
interesting,-6.605839,-4.0262594,675,95,0.00012104609307807473,13.012155864341873,11,JJ,JJ,3,4,0,interest,94,9.315896280134968,875.694250332687
brought,-16.058416,-16.137508,676,95,0.00012104609307807473,13.012155864341873,7,VB,VBD,2,4,0,brought,91,9.36269049161391,852.0048347368657
against,8.97154,-1.0320792,677,95,0.00012104609307807473,13.012155864341873,7,IN,IN,2,2,1,against,92,9.346923175755592,859.9169321695144
seven,13.674398,-25.71371,678,94,0.00011977192367725289,13.027422620995182,5,CD,CD,4,5,0,seven,88,9.411053513175307,828.1727091594271
secret,4.3186145,-8.9306345,679,94,0.00011977192367725289,13.027422620995182,6,JJ,JJ,2,3,0,secret,87,9.427541635963877,820.1961223288573
relationship,17.497055,-11.616986,680,94,0.00011977192367725289,13.027422620995182,12,NN,NN,1,1,0,relationship,88,9.411053513175307,828.1727091594271
lady,24.027037,-4.9732256,681,94,0.00011977192367725289,13.027422620995182,4,NN,NN,3,4,0,ladi,91,9.36269049161391,852.0048347368657
weekend,4.0099525,-13.339676,682,93,0.00011849775427643106,13.042852661564789,7,NN,NN,2,3,0,weekend,87,9.427541635963877,820.1961223288573
alone,5.0504003,6.772914,683,93,0.00011849775427643106,13.042852661564789,5,RB,RB,5,7,0,alon,92,9.346923175755592,859.9169321695144
fair,-10.113012,-2.978095,684,93,0.00011849775427643106,13.042852661564789,4,JJ,JJ,3,6,0,fair,87,9.427541635963877,820.1961223288573
weeks,14.224343,-27.209557,685,93,0.00011849775427643106,13.042852661564789,5,NN,NNS,1,2,0,week,88,9.411053513175307,828.1727091594271
bernard,17.511213,22.661184,686,93,0.00011849775427643106,13.042852661564789,7,NN,NNP,1,1,0,bernard,91,9.36269049161391,852.0048347368657
girls,9.291515,-20.031609,687,93,0.00011849775427643106,13.042852661564789,5,NN,NNS,2,6,0,girl,85,9.461094195674903,804.1930066323667
soon,0.2950741,0.3309279,688,93,0.00011849775427643106,13.042852661564789,4,RB,RB,2,2,0,soon,91,9.36269049161391,852.0048347368657
asking,-8.987046,9.480893,689,92,0.0001172235848756092,13.058449516615807,6,VB,VBG,2,3,0,ask,91,9.36269049161391,852.0048347368657
smart,-6.7918363,2.8461561,690,92,0.0001172235848756092,13.058449516615807,5,JJ,JJ,3,5,0,smart,81,9.530635128927981,771.9814454431665
opens,21.73803,16.3352,691,92,0.0001172235848756092,13.058449516615807,5,VB,VBZ,2,3,0,open,92,9.346923175755592,859.9169321695144
umm,1.7379332,20.410997,692,92,0.0001172235848756092,13.058449516615807,3,NN,NN,3,4,0,umm,90,9.37863203548293,844.0768831934637
tuna,2.719875,17.772982,693,91,0.00011594941547478737,13.074216832474123,4,NN,NNP,3,5,0,tuna,75,9.641666441316724,723.1249830987543
worst,20.205652,-20.63034,694,91,0.00011594941547478737,13.074216832474123,5,JJ,JJS,3,4,0,worst,85,9.461094195674903,804.1930066323667
ow,14.495134,20.900059,695,91,0.00011594941547478737,13.074216832474123,2,NN,NN,2,3,0,ow,69,9.761960675034437,673.5752865773762
mike,1.4430786,18.42511,696,91,0.00011594941547478737,13.074216832474123,4,NN,NNP,3,5,0,mike,89,9.394751700846207,836.1329013753125
thinks,-14.587246,-11.179337,697,91,0.00011594941547478737,13.074216832474123,6,VB,VBZ,2,2,0,think,87,9.427541635963877,820.1961223288573
crying,6.508091,21.339584,698,90,0.00011467524607396553,13.090158376343146,6,VB,VBG,2,3,0,cri,88,9.411053513175307,828.1727091594271
sabre,14.325751,-14.83615,699,90,0.00011467524607396553,13.090158376343146,5,NN,NNP,1,2,0,sabr,77,9.603698591117704,739.4847915160632
chance,6.405861,-12.469257,700,90,0.00011467524607396553,13.090158376343146,6,NN,NN,1,1,0,chanc,87,9.427541635963877,820.1961223288573
shh,4.108009,22.47863,701,90,0.00011467524607396553,13.090158376343146,3,NN,NN,3,4,0,shh,74,9.661031766183656,714.9163506975906
sweet,-5.304198,4.6880546,702,90,0.00011467524607396553,13.090158376343146,5,JJ,JJ,3,6,0,sweet,87,9.427541635963877,820.1961223288573
deangelo,12.029656,22.761278,703,90,0.00011467524607396553,13.090158376343146,8,NN,NNP,2,2,0,deangelo,79,9.566704383635502,755.7696463072047
decided,-20.952597,-13.891223,704,90,0.00011467524607396553,13.090158376343146,7,VB,VBD,1,2,0,decid,86,9.444220377110508,812.2029524315037
lose,-30.337069,-0.877837,705,89,0.0001134010766731437,13.106278041706423,4,VB,VB,2,3,0,lose,86,9.444220377110508,812.2029524315037
along,6.7982597,5.787193,706,89,0.0001134010766731437,13.106278041706423,5,IN,IN,3,3,0,along,86,9.444220377110508,812.2029524315037
ice,13.087662,-18.927814,707,89,0.0001134010766731437,13.106278041706423,3,NN,NN,2,3,0,ice,76,9.62255761836902,731.3143789960455
eating,2.9290776,3.7615623,708,89,0.0001134010766731437,13.106278041706423,6,VB,VBG,2,2,0,eat,88,9.411053513175307,828.1727091594271
cold,-9.463971,0.07534892,709,89,0.0001134010766731437,13.106278041706423,4,JJ,JJ,3,6,0,cold,80,9.548557036925244,763.8845629540195
white,11.210422,-12.570941,710,89,0.0001134010766731437,13.106278041706423,5,JJ,JJ,2,2,0,white,81,9.530635128927981,771.9814454431665
giving,1.0335394,3.5431585,711,88,0.00011212690727232185,13.122579854035523,6,VB,VBG,1,1,0,give,84,9.478167709033846,796.1660875588431
dude,2.146422,19.644346,712,88,0.00011212690727232185,13.122579854035523,4,NN,NN,3,5,0,dude,87,9.427541635963877,820.1961223288573
spend,5.13671,-18.811928,713,88,0.00011212690727232185,13.122579854035523,5,VB,VB,3,4,0,spend,88,9.411053513175307,828.1727091594271
jo,8.590221,20.184948,714,88,0.00011212690727232185,13.122579854035523,2,NN,NNP,3,4,0,jo,83,9.49544570046568,788.1219931386514
store,15.633231,-9.018087,715,88,0.00011212690727232185,13.122579854035523,5,NN,NN,3,4,0,store,85,9.461094195674903,804.1930066323667
trip,9.425409,-4.49093,716,87,0.00011085273787150001,13.139067976824093,4,NN,NN,1,2,0,trip,85,9.461094195674903,804.1930066323667
cat,4.638476,-7.5452676,717,87,0.00011085273787150001,13.139067976824093,3,NN,NN,3,4,0,cat,78,9.585082912950357,747.6364672101279
mother,28.070526,-5.778794,718,87,0.00011085273787150001,13.139067976824093,6,NN,NN,2,3,0,mother,81,9.530635128927981,771.9814454431665
hurt,-22.956627,-2.2088718,719,87,0.00011085273787150001,13.139067976824093,4,VB,VB,3,9,0,hurt,79,9.566704383635502,755.7696463072047
mose,8.356395,18.312197,720,87,0.00011085273787150001,13.139067976824093,4,NN,NNP,3,4,0,mose,70,9.741202114867638,681.8841480407347
bunch,21.943657,-16.613771,721,87,0.00011085273787150001,13.139067976824093,5,NN,NN,1,1,0,bunch,84,9.478167709033846,796.1660875588431
email,11.472204,-7.246111,722,87,0.00011085273787150001,13.139067976824093,5,NN,NN,3,6,0,email,83,9.49544570046568,788.1219931386514
figure,-34.288975,2.8768938,723,86,0.00010957856847067818,13.155746717970722,6,VB,VB,2,3,0,figur,84,9.478167709033846,796.1660875588431
feeling,-6.081488,1.6949681,724,86,0.00010957856847067818,13.155746717970722,7,NN,NN,4,5,0,feel,84,9.478167709033846,796.1660875588431
blah,13.86449,18.794268,725,86,0.00010957856847067818,13.155746717970722,4,NN,NN,5,7,0,blah,25,11.22662894203788,280.665723550947
ideas,5.8009667,-15.962474,726,86,0.00010957856847067818,13.155746717970722,5,NN,NNS,1,1,0,idea,79,9.566704383635502,755.7696463072047
goodbye,3.456112,19.47221,727,86,0.00010957856847067818,13.155746717970722,7,NN,NN,4,7,0,goodby,78,9.585082912950357,747.6364672101279
questions,2.044959,-18.623827,728,86,0.00010957856847067818,13.155746717970722,9,NN,NNS,1,1,0,question,84,9.478167709033846,796.1660875588431
air,17.347069,-3.9037697,729,86,0.00010957856847067818,13.155746717970722,3,NN,NN,2,4,0,air,80,9.548557036925244,763.8845629540195
moment,10.00183,-8.13576,730,86,0.00010957856847067818,13.155746717970722,6,NN,NN,1,1,0,moment,86,9.444220377110508,812.2029524315037
piece,19.772797,-8.740305,731,86,0.00010957856847067818,13.155746717970722,5,NN,NN,2,3,0,piec,80,9.548557036925244,763.8845629540195
glad,-11.2643585,8.672254,732,86,0.00010957856847067818,13.155746717970722,4,JJ,JJ,4,7,0,glad,85,9.461094195674903,804.1930066323667
suck,6.2918167,10.830227,733,85,0.00010830439906985634,13.172620536535119,4,VB,VBP,3,7,0,suck,74,9.661031766183656,714.9163506975906
mm,2.928789,21.9396,734,85,0.00010830439906985634,13.172620536535119,2,NN,NN,2,3,0,mm,77,9.603698591117704,739.4847915160632
early,6.395319,3.8029673,735,85,0.00010830439906985634,13.172620536535119,5,JJ,JJ,2,2,0,earli,82,9.512933127194522,780.0605164299508
clear,-9.249555,-2.375428,736,85,0.00010830439906985634,13.172620536535119,5,JJ,JJ,2,2,0,clear,83,9.49544570046568,788.1219931386514
ill,-19.047472,7.4203844,737,85,0.00010830439906985634,13.172620536535119,3,NN,NNP,4,6,0,ill,83,9.49544570046568,788.1219931386514
fast,-10.92906,-1.1737099,738,85,0.00010830439906985634,13.172620536535119,4,RB,RB,4,8,0,fast,81,9.530635128927981,771.9814454431665
bed,16.669634,-4.9729595,739,85,0.00010830439906985634,13.172620536535119,3,NN,NN,3,4,0,bed,78,9.585082912950357,747.6364672101279
single,13.035791,-13.795807,740,85,0.00010830439906985634,13.172620536535119,6,JJ,JJ,2,3,0,singl,83,9.49544570046568,788.1219931386514
quick,1.9742494,-0.9513145,741,85,0.00010830439906985634,13.172620536535119,5,JJ,JJ,4,5,0,quick,82,9.512933127194522,780.0605164299508
bag,21.628777,0.71502817,742,84,0.00010703022966903449,13.18969404989406,3,NN,NN,2,2,0,bag,77,9.603698591117704,739.4847915160632
words,10.466626,-17.25964,743,84,0.00010703022966903449,13.18969404989406,5,NN,NNS,1,1,0,word,82,9.512933127194522,780.0605164299508
son,24.011826,-6.2776327,744,84,0.00010703022966903449,13.18969404989406,3,NN,NN,3,4,0,son,81,9.530635128927981,771.9814454431665
enters,18.815731,17.57163,745,84,0.00010703022966903449,13.18969404989406,6,NN,NNS,2,2,0,enter,84,9.478167709033846,796.1660875588431
save,-29.662271,-0.18594503,746,84,0.00010703022966903449,13.18969404989406,4,VB,VB,3,5,0,save,81,9.530635128927981,771.9814454431665
running,13.169773,5.4598303,747,84,0.00010703022966903449,13.18969404989406,7,VB,VBG,3,3,0,run,81,9.530635128927981,771.9814454431665
message,10.2540245,10.726712,748,84,0.00010703022966903449,13.18969404989406,7,NN,NN,1,2,0,messag,79,9.566704383635502,755.7696463072047
middle,21.673244,-11.197426,749,84,0.00010703022966903449,13.18969404989406,6,NN,NN,4,4,0,middl,83,9.49544570046568,788.1219931386514
less,0.5260714,-18.790174,750,84,0.00010703022966903449,13.18969404989406,4,JJ,JJR,4,5,0,less,82,9.512933127194522,780.0605164299508
wall,19.093092,0.8825495,751,83,0.00010575606026821266,13.206972041325896,4,NN,NN,3,4,0,wall,76,9.62255761836902,731.3143789960455
eight,13.759927,-24.511257,752,83,0.00010575606026821266,13.206972041325896,5,CD,CD,2,2,0,eight,76,9.62255761836902,731.3143789960455
buddy,4.3797655,19.96276,753,83,0.00010575606026821266,13.206972041325896,5,NN,NN,3,6,0,buddi,77,9.603698591117704,739.4847915160632
hospital,18.13275,3.7161393,754,83,0.00010575606026821266,13.206972041325896,8,NN,NN,1,2,0,hospit,81,9.530635128927981,771.9814454431665
smiles,17.58169,20.103788,755,83,0.00010575606026821266,13.206972041325896,6,NN,NNS,2,3,0,smile,82,9.512933127194522,780.0605164299508
city,13.805237,-11.453252,756,82,0.00010448189086739082,13.224459468054736,4,NN,NN,1,2,0,citi,77,9.603698591117704,739.4847915160632
able,-22.53423,-13.158054,757,82,0.00010448189086739082,13.224459468054736,4,JJ,JJ,1,1,0,abl,81,9.530635128927981,771.9814454431665
charge,21.153168,-12.599788,758,82,0.00010448189086739082,13.224459468054736,6,NN,NN,2,3,0,charg,77,9.603698591117704,739.4847915160632
fight,-13.524929,-3.5221632,759,82,0.00010448189086739082,13.224459468054736,5,NN,NN,3,7,0,fight,68,9.783022290562267,665.2455157582341
raises,19.645845,17.077072,760,82,0.00010448189086739082,13.224459468054736,6,VB,VBZ,2,3,0,rais,76,9.62255761836902,731.3143789960455
picks,26.008135,16.302185,761,82,0.00010448189086739082,13.224459468054736,5,VB,VBZ,2,3,0,pick,80,9.548557036925244,763.8845629540195
himself,20.61577,10.404888,762,82,0.00010448189086739082,13.224459468054736,7,PR,PRP,1,1,1,himself,79,9.566704383635502,755.7696463072047
starting,-0.43711504,6.4244833,763,81,0.00010320772146656899,13.242161469788195,8,VB,VBG,3,3,0,start,77,9.603698591117704,739.4847915160632
appreciate,-21.861683,-7.9393888,764,81,0.00010320772146656899,13.242161469788195,10,VB,VBP,2,3,0,appreci,77,9.603698591117704,739.4847915160632
happens,-15.192823,-7.1013107,765,81,0.00010320772146656899,13.242161469788195,7,VB,VBZ,2,2,0,happen,79,9.566704383635502,755.7696463072047
accent,5.29271,19.148,766,81,0.00010320772146656899,13.242161469788195,6,NN,NN,2,3,0,accent,79,9.566704383635502,755.7696463072047
wear,-27.477911,0.87774533,767,81,0.00010320772146656899,13.242161469788195,4,VB,VB,4,6,0,wear,77,9.603698591117704,739.4847915160632
offer,-28.686104,-0.606617,768,81,0.00010320772146656899,13.242161469788195,5,NN,NN,2,3,0,offer,78,9.585082912950357,747.6364672101279
sale,6.7465625,-8.55919,769,81,0.00010320772146656899,13.242161469788195,4,NN,NN,1,1,0,sale,77,9.603698591117704,739.4847915160632
respect,-23.554949,-0.11139664,770,81,0.00010320772146656899,13.242161469788195,7,VB,NN,3,5,0,respect,63,9.89320520831269,623.2719281236995
